"Baum ID";"Nr.";"Deutsche Bezeichnung";"Ort";"Stadtteil";"Stadtviertel";"Straße";"Geburtsjahr";"Alter";"X-Koordinate";"Y-Koordinate"
"BKA-62620";"62620";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.81";"43";"514465.320";"5442706.550"
"BKA-62621";"62621";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.81";"43";"514435.813";"5442725.666"
"BKA-20448";"20448";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514414.583";"5442749.138"
"BKA-20446";"20446";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514410.685";"5442756.335"
"BKA-62623";"62623";"Kirsch-Pflaume";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.81";"43";"514406.638";"5442771.809"
"BKA-20034";"20034";"Walnuß";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514410.989";"5442800.585"
"BKA-20031";"20031";"Rot-Buche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.86";"38";"514415.986";"5442812.514"
"BKA-20144";"20144";"Vogel-Kirsche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514451.070";"5442856.295"
"BKA-20146";"20146";"Winter-Linde";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514454.868";"5442848.398"
"BKA-20095";"20095";"Winter-Linde";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514471.161";"5442853.996"
"BKA-20094";"20094";"Winter-Linde";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514476.758";"5442856.894"
"BKA-20091";"20091";"Rot-Buche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514509.944";"5442857.294"
"BKA-20092";"20092";"Vogel-Kirsche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514508.445";"5442862.991"
"BKA-20089";"20089";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514530.135";"5442870.688"
"BKA-20098";"20098";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.98";"26";"514533.045";"5442876.236"
"BKA-20099";"20099";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514537.633";"5442897.576"
"BKA-20100";"20100";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514535.034";"5442901.174"
"BKA-20101";"20101";"Vogel-Kirsche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514534.135";"5442911.370"
"BKA-20102";"20102";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514540.432";"5442915.168"
"BKA-20103";"20103";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514540.333";"5442921.166"
"BKA-20107";"20107";"Walnuß";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514546.332";"5442960.749"
"BKA-20108";"20108";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514552.530";"5442968.046"
"BKA-20111";"20111";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514554.830";"5442987.338"
"BKA-20114";"20114";"Vogel-Kirsche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514555.330";"5442996.035"
"BKA-19810";"19810";"Italienische Erle";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514578.221";"5443018.725"
"BKA-20118";"20118";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514587.416";"5443000.232"
"BKA-20117";"20117";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514586.116";"5442991.635"
"BKA-20140";"20140";"Italienische Erle";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514573.122";"5442980.940"
